neighborhood,month,year,month_abbr,date,Income,SNAP,CPS,Free Store Foodbank,La Soupe,Whole Again,Childhood Food Solutions,NA,Charitable,total_covered
CUF,1,2023,Jan,2023-01-01,0.771508858,0.020976827,0.007006224,0.005748533,2.73e-5,0,0,0,0.005775833,0.805267742
Downtown,1,2023,Jan,2023-01-01,0.93080846800000006,0.04848413,0.002547935,7.8e-4,0,0,0,3.21e-4,7.8e-4,0.982620533
East End,1,2023,Jan,2023-01-01,0.94175517500000006,0.067990843,0.020801564,0.00573413,0,0,0,0,0.00573413,1.036281712
East Price Hill,1,2023,Jan,2023-01-01,0.716519793,0.150333907,0.057248737,0.011356535,0.001700752,0,0,1.32e-4,0.013057286999999999,0.937159724
East Walnut Hills,1,2023,Jan,2023-01-01,0.91038765,0.029690527,0.018234771,0.022937962,0.002311563,0,0,0,0.025249525,0.983562473
East Westwood,1,2023,Jan,2023-01-01,0.688027338,0.219546373,0.063193376,0.003357834,6.63e-4,0,0,0,0.004020834,0.974787921
English Woods,1,2023,Jan,2023-01-01,0.702079112,0.177139088,0.039869378,0,0.011268453,0,0,0,0.011268453,0.930356031
Evanston,1,2023,Jan,2023-01-01,0.86462066,0.062497714,0.011961315,0.013052482,6.89e-4,0,0,0,0.013741482000000001,0.9528211710000001
Hartwell,1,2023,Jan,2023-01-01,0.909739386,0.063173869,0.03124008,0.007387922,0,0,0,4.54e-4,0.007387922,1.011541257
Hyde Park,1,2023,Jan,2023-01-01,0.938531142,0.009182142,0.021078495,7.13e-4,0,0,0,0,7.13e-4,0.969504779
Kennedy Heights,1,2023,Jan,2023-01-01,0.824012837,0.088802682,0.023719554,0.022618165,0.00173547,0,0,0,0.024353635,0.960888708
Linwood,1,2023,Jan,2023-01-01,0.96809139,0.026809159,0.023908282,0,0,0,0,0,0,1.018808831
Lower Price Hill,1,2023,Jan,2023-01-01,0.507594539,0.27520569,0.042201051,0.059890761,0.009780067,0,0,0,0.069670828,0.8946721080000001
Madisonville,1,2023,Jan,2023-01-01,0.841022025,0.066692709,0.026712178,0.008655365,9.21e-4,0,0,2.56e-4,0.009576365,0.9440032770000001
Millvale,1,2023,Jan,2023-01-01,0.470555943,0.309352015,0.083574127,0.068191652,0,0,0,0,0.068191652,0.9316737369999999
Mt. Adams,1,2023,Jan,2023-01-01,0.940884966,0,0.002017395,0,0.003462065,0,0,0,0.003462065,0.946364426
Mt. Airy,1,2023,Jan,2023-01-01,0.705570904,0.147635046,0.052451927,0.002454465,3.86e-5,0,0,0,0.002493065,0.908150942
Mt. Auburn,1,2023,Jan,2023-01-01,0.833849119,0.106193042,0.029861392,0.012952498,0.001418837,0,0,0,0.014371334999999999,0.9842748880000001
Mt. Lookout,1,2023,Jan,2023-01-01,0.971830275,0.00793439,0.005351469,0,0,0,0,0,0,0.985116134
Mt. Washington,1,2023,Jan,2023-01-01,0.896930306,0.068955465,0.022394792,0.048898493,0,0,0,0,0.048898493,1.037179056
North Avondale - Paddock Hills,1,2023,Jan,2023-01-01,0.871693318,0.096208982,0.03115289,0.003010853,0.001083492,0,0,0,0.004094345,1.003149535
North Fairmount,1,2023,Jan,2023-01-01,0.702079112,0.177139088,0.039869378,0.005994043,0.005472107,0,0,0,0.011466150000000001,0.9305537279999999
Northside,1,2023,Jan,2023-01-01,0.895625042,0.065542528,0.025878967,0.044286384,0.001850031,0,0,1.47e-4,0.046136415,1.0331829520000002
Oakley,1,2023,Jan,2023-01-01,0.941415008,0.015614281,0.014223054,0,1.77e-4,0,0,0,1.77e-4,0.971429343
Over-the-Rhine,1,2023,Jan,2023-01-01,0.872625344,0.151818572,0.016753808,0.258439268,0.001627698,0,0,0,0.260066966,1.30126469
Pendleton,1,2023,Jan,2023-01-01,0.897192012,0.082165594,0.043328403,0,0,0,0,0,0,1.022686009
Pleasant Ridge,1,2023,Jan,2023-01-01,0.886117948,0.092851065,0.037083822,0,3.9e-4,0,0,0,3.9e-4,1.0164428349999999
Queensgate,1,2023,Jan,2023-01-01,0.507594539,0.27520569,0.042201051,0,0.042457338,0,0,0,0.042457338,0.867458618
Riverside,1,2023,Jan,2023-01-01,0.820476519,0.108645202,0.032696397,0.01237471,0,0,0,0,0.01237471,0.9741928280000001
Roselawn,1,2023,Jan,2023-01-01,0.701308985,0.152908928,0.053000883,0.014655378,4.86e-4,0,0,0,0.015141378,0.922360174
Sayler Park,1,2023,Jan,2023-01-01,0.856975786,0.087481135,0.048963266,0.00246212,0.001306107,0,0,0,0.003768227,0.997188414
Sedamsville,1,2023,Jan,2023-01-01,0.743531515,0.15381615,0.041388457,0,0,0,0,0,0,0.9387361220000001
South Cumminsville,1,2023,Jan,2023-01-01,0.470555943,0.309352015,0.083574127,0.035667699,0,0,0,0,0.035667699,0.8991497839999999
South Fairmount,1,2023,Jan,2023-01-01,0.704808406,0.190005851,0.043989437,0.0046327,0,0,0,0,0.0046327,0.9434363940000001
Spring Grove Village,1,2023,Jan,2023-01-01,0.776316629,0.137470474,0.051084472,0,0,0,0,0,0,0.964871575
Villages at Roll Hill,1,2023,Jan,2023-01-01,0.361742686,0.329096263,0.095073868,0,0.003078743,0,0.061484704,0,0.064563447,0.8504762640000001
Walnut Hills,1,2023,Jan,2023-01-01,0.777547514,0.264363313,0.015672825,0.048641714,0.015130007,0,0,2.04e-4,0.063771721,1.1213553729999999
West End,1,2023,Jan,2023-01-01,0.683113438,0.291343092,0.05122392,0.101696829,0.011510081,0,0,8.09e-4,0.11320691000000001,1.13888736
West Price Hill,1,2023,Jan,2023-01-01,0.805573381,0.105281262,0.061305155,0.002542563,2.84e-5,0,0,2.05e-4,0.002570963,0.974730761
Westwood,1,2023,Jan,2023-01-01,0.812681235,0.131089167,0.042145289,0.002123515,1.08e-4,0,0,9.45e-5,0.002231515,0.988147206
Winton Hills,1,2023,Jan,2023-01-01,0.53289579,0.272238219,0.087151487,0.177512483,8.21e-4,0,0,0,0.178333483,1.070618979
Avondale,1,2024,Jan,2024-01-01,0.677628574,0.141644184,0.051075269,0.015201955,0,0,0,2.11e-4,0.015201955,0.885549982
Bond Hill,1,2024,Jan,2024-01-01,0.860097895,0.060286363,0.052138807,0.054938823,0,0,0,6.02e-4,0.054938823,1.027461888
California,1,2024,Jan,2024-01-01,0.968779408,0.00782777,0.007152104,0,0,0,0,0,0,0.983759282
Camp Washington,1,2024,Jan,2024-01-01,0.882270554,0.083144743,0.018459871,0.049315696,0,0,0,0,0.049315696,1.033190864
Carthage,1,2024,Jan,2024-01-01,0.765570954,0.080934782,0.070931107,0.015798078,0,0,0,0,0.015798078,0.9332349209999999
Clifton,1,2024,Jan,2024-01-01,0.863189837,0.032570467,0.009149682,0.009000689,0,0,0,0,0.009000689,0.9139106749999999
College Hill,1,2024,Jan,2024-01-01,0.803371391,0.069162284,0.045819242,0.004330825,0,0,0,2.9e-4,0.004330825,0.922683742
Columbia Tusculum,1,2024,Jan,2024-01-01,0.966772867,0.018094644,0.00327166,0,0,0,0,0,0,0.988139171
Corryville,1,2024,Jan,2024-01-01,0.638209861,0.014089083,0.006147738,0.018106121,0,0,0,0,0.018106121,0.676552803
CUF,1,2024,Jan,2024-01-01,0.765403203,0.014158154,0.007374973,0.008626653,0,0,0,0,0.008626653,0.795562983
Downtown,1,2024,Jan,2024-01-01,0.928374753,0.032724006,0.002682037,0.001406111,0,0,0,0,0.001406111,0.9651869070000001
East End,1,2024,Jan,2024-01-01,0.939037512,0.045889918,0.021896383,0.026179913,0,0,0,0,0.026179913,1.033003726
East Price Hill,1,2024,Jan,2024-01-01,0.710732943,0.101466761,0.060261828,0.012697975,0,0,0,1.91e-4,0.012697975,0.885159507
East Walnut Hills,1,2024,Jan,2024-01-01,0.907868336,0.020039402,0.019194496,0.010154126,0,0,0,0,0.010154126,0.95725636
East Westwood,1,2024,Jan,2024-01-01,0.680628753,0.148181204,0.066519343,0.002822555,0,0,0,0,0.002822555,0.8981518549999999
English Woods,1,2024,Jan,2024-01-01,0.694570285,0.11955872,0.041967767,0,0,0,0,0,0,0.856096772
Evanston,1,2024,Jan,2024-01-01,0.860275106,0.042182371,0.012590858,0.014518928,0,0,0,0,0.014518928,0.929567263
Hartwell,1,2024,Jan,2024-01-01,0.903041356,0.042638737,0.032884295,0.019269659,0,0,0,7.33e-4,0.019269659,0.997834047
Hyde Park,1,2024,Jan,2024-01-01,0.936041184,0.006197419,0.02218789,6.64e-4,0,0,0,0,6.64e-4,0.965090493
Kennedy Heights,1,2024,Jan,2024-01-01,0.818964285,0.059936715,0.024967952,0.013458876,0,0,0,0,0.013458876,0.9173278279999999
Linwood,1,2024,Jan,2024-01-01,0.966772867,0.018094644,0.025166613,0,0,0,0,0,0,1.010034124
Lower Price Hill,1,2024,Jan,2024-01-01,0.498932812,0.18574805,0.044422159,0.030978718,0,0,0,0,0.030978718,0.760081739
Madisonville,1,2024,Jan,2024-01-01,0.83677313,0.045013752,0.028118082,0.011891617,0,0,0,2.59e-4,0.011891617,0.921796581
Millvale,1,2024,Jan,2024-01-01,0.464956087,0.20879486,0.087972765,0.095228368,0,0,0,0,0.095228368,0.85695208
Mt. Adams,1,2024,Jan,2024-01-01,0.940022677,0,0.002123574,0,0,0,0,0,0,0.9421462509999999
Mt. Airy,1,2024,Jan,2024-01-01,0.700056397,0.099645185,0.055212554,0.004050043,0,0,0,0,0.004050043,0.858964179
Mt. Auburn,1,2024,Jan,2024-01-01,0.829965714,0.07167421,0.031433044,0.031927005,0,0,0,0,0.031927005,0.964999973
Mt. Lookout,1,2024,Jan,2024-01-01,0.971066659,0.005355258,0.005633125,0,0,0,0,0,0,0.982055042
Mt. Washington,1,2024,Jan,2024-01-01,0.893265895,0.046540982,0.023573466,0.034998906,0,0,0,0,0.034998906,0.998379249
North Avondale - Paddock Hills,1,2024,Jan,2024-01-01,0.868994454,0.064935543,0.032792515,0.004787923,0,0,0,0,0.004787923,0.971510435
North Fairmount,1,2024,Jan,2024-01-01,0.694570285,0.11955872,0.041967767,0.008192733,0,0,0,0,0.008192733,0.864289505
Northside,1,2024,Jan,2024-01-01,0.892080108,0.044237445,0.027241018,0.089197838,0,0,0,8.79e-5,0.089197838,1.0527564090000001
Oakley,1,2024,Jan,2024-01-01,0.940005415,0.010538744,0.014971636,0,0,0,0,0,0,0.965515795
Over-the-Rhine,1,2024,Jan,2024-01-01,0.870156189,0.102468825,0.017635587,0.362353249,0,0,0,0,0.362353249,1.35261385
Pendleton,1,2024,Jan,2024-01-01,0.894544757,0.055457062,0.045608845,0,0,0,0,0,0,0.995610664
Pleasant Ridge,1,2024,Jan,2024-01-01,0.88273029,0.062669141,0.039035602,0,0,0,0,0,0,0.984435033
Queensgate,1,2024,Jan,2024-01-01,0.498932812,0.18574805,0.044422159,0,0,0,0,0,0,0.729103021
Riverside,1,2024,Jan,2024-01-01,0.816888087,0.073329277,0.03441726,0.910131355,0,0,0,0,0.910131355,1.8347659790000002
Roselawn,1,2024,Jan,2024-01-01,0.694676294,0.103204753,0.055790404,0.00581103,0,0,0,0,0.00581103,0.859482481
Sayler Park,1,2024,Jan,2024-01-01,0.85305767,0.059044746,0.05154028,0.002054988,0,0,0,0,0.002054988,0.965697684
Sedamsville,1,2024,Jan,2024-01-01,0.740415109,0.103817075,0.043566797,0,0,0,0,0,0,0.887798981
South Cumminsville,1,2024,Jan,2024-01-01,0.464956087,0.20879486,0.087972765,0.050313443,0,0,0,0,0.050313443,0.812037155
South Fairmount,1,2024,Jan,2024-01-01,0.697420956,0.128243047,0.046304671,0.002403909,0,0,0,0,0.002403909,0.874372583
Spring Grove Village,1,2024,Jan,2024-01-01,0.771210916,0.092784682,0.053773128,0,0,0,0,0,0,0.917768726
Villages at Roll Hill,1,2024,Jan,2024-01-01,0.354775468,0.222121094,0.100077756,0,0,0,0,0,0,0.676974318
Walnut Hills,1,2024,Jan,2024-01-01,0.772957287,0.178430067,0.01649771,0.030251984,0,0,0,2.99e-4,0.030251984,0.9981370479999999
West End,1,2024,Jan,2024-01-01,0.676301883,0.19663987,0.053919916,0.110631487,0,0,0,6.59e-4,0.110631487,1.037493156
West Price Hill,1,2024,Jan,2024-01-01,0.801481588,0.071058811,0.064531743,0.003003381,0,0,0,1.63e-4,0.003003381,0.940075523
Westwood,1,2024,Jan,2024-01-01,0.806782958,0.088477666,0.044363462,0.003038549,0,0,0,6.86e-5,0.003038549,0.9426626349999999
Winton Hills,1,2024,Jan,2024-01-01,0.52491018,0.183745177,0.091738407,0.003785866,0,0,0,0,0.003785866,0.80417963
Avondale,2,2019,Feb,2019-02-01,0.661131539,0.177378174,0.051991135,0,0,0,0,0,0,0.890500848
Bond Hill,2,2019,Feb,2019-02-01,0.861170719,0.077443053,0.045975547,0,0,0,0,0,0,0.9845893189999999
California,2,2019,Feb,2019-02-01,0.995655354,0,0.005491511,0,0,0,0,0,0,1.001146865
Camp Washington,2,2019,Feb,2019-02-01,0.850194744,0.104375207,0.027338314,0,0,0,0,0,0,0.981908265
Carthage,2,2019,Feb,2019-02-01,0.798250225,0.099477495,0.07712828,0,0,0,0,0,0,0.974856
Clifton,2,2019,Feb,2019-02-01,0.867285366,0.032237104,0.013368301,0,0,0,0,0,0,0.9128907709999999
College Hill,2,2019,Feb,2019-02-01,0.848234995,0.068060368,0.050813005,0,0,0,0,0,0,0.967108368
Columbia Tusculum,2,2019,Feb,2019-02-01,0.985060788,0,0.00432235,0,0,0,0,0,0,0.989383138
Corryville,2,2019,Feb,2019-02-01,0.707081154,0.043151161,0.005873494,0,0,0,0,0,0,0.7561058090000001
CUF,2,2019,Feb,2019-02-01,0.757190222,0.024208609,0.00644978,0,0,0,0,0,0,0.7878486109999999
Downtown,2,2019,Feb,2019-02-01,0.894340912,0.080258538,0.00373816,0,0,0,0,0,0,0.9783376100000001
East End,2,2019,Feb,2019-02-01,0.906127111,0.047142122,0.039497635,0,0,0,0,0,0,0.992766868
East Price Hill,2,2019,Feb,2019-02-01,0.787443661,0.137769252,0.055078609,0,0,0,0,0,0,0.9802915219999999
East Walnut Hills,2,2019,Feb,2019-02-01,0.939804694,0.034948759,0.016185181,0,0,0,0,0,0,0.990938634
East Westwood,2,2019,Feb,2019-02-01,0.744960522,0.152145931,0.069679154,0,0,0,0,0,0,0.9667856069999999
English Woods,2,2019,Feb,2019-02-01,0.633179512,0.167120762,0.065952949,0,0,0,0,0,0,0.8662532230000001
Evanston,2,2019,Feb,2019-02-01,0.833913829,0.084613127,0.016836653,0,0,0,0,0,0,0.935363609
Hartwell,2,2019,Feb,2019-02-01,0.916339072,0.054384305,0.022246486,0,0,0,0,0,0,0.992969863
Hyde Park,2,2019,Feb,2019-02-01,0.954528694,0.0085968,0.024645114,0,0,0,0,0,0,0.9877706079999999
Kennedy Heights,2,2019,Feb,2019-02-01,0.909102727,0.058455331,0.025394785,0,0,0,0,0,0,0.9929528430000001
Linwood,2,2019,Feb,2019-02-01,0.750871946,0.115964437,0.067311291,0,0,0,0,0,0,0.934147674
Lower Price Hill,2,2019,Feb,2019-02-01,0.52970774,0.182714201,0.049388162,0,0,0,0,0,0,0.761810103
Madisonville,2,2019,Feb,2019-02-01,0.874742712,0.054066795,0.036832705,0,0,0,0,0,0,0.965642212
Millvale,2,2019,Feb,2019-02-01,0.571131307,0.223314837,0.073693563,0,0,0,0,0,0,0.868139707
Mt. Adams,2,2019,Feb,2019-02-01,0.971985466,0,0.001600631,0,0,0,0,0,0,0.973586097
Mt. Airy,2,2019,Feb,2019-02-01,0.769444247,0.127278082,0.060150202,0,0,0,0,0,0,0.956872531
Mt. Auburn,2,2019,Feb,2019-02-01,0.844227446,0.079957584,0.042196879,0,0,0,0,0,0,0.966381909
Mt. Lookout,2,2019,Feb,2019-02-01,0.972236101,0,0.00624294,0,0,0,0,0,0,0.978479041
Mt. Washington,2,2019,Feb,2019-02-01,0.892556094,0.075353552,0.021324176,0,0,0,0,0,0,0.9892338220000001
North Avondale - Paddock Hills,2,2019,Feb,2019-02-01,0.852837131,0.077760739,0.025771758,0,0,0,0,0,0,0.956369628
North Fairmount,2,2019,Feb,2019-02-01,0.633179512,0.167120762,0.065952949,0,0,0,0,0,0,0.8662532230000001
Northside,2,2019,Feb,2019-02-01,0.88677349,0.085833161,0.032479339,0,0,0,0,0,0,1.0050859900000002
Oakley,2,2019,Feb,2019-02-01,0.941124033,0.029442498,0.016782806,0,0,0,0,0,0,0.987349337
Over-the-Rhine,2,2019,Feb,2019-02-01,0.812888983,0.163689436,0.025419643,4.58e-5,0,0,0,0,4.58e-5,1.002043862
Pendleton,2,2019,Feb,2019-02-01,0.824800105,0.120990013,0.04115552,0,0,0,0,0,0,0.986945638
Pleasant Ridge,2,2019,Feb,2019-02-01,0.945230719,0.044134075,0.036709337,0,0,0,0,0,0,1.026074131
Queensgate,2,2019,Feb,2019-02-01,0.52970774,0.182714201,0.049388162,0,0,0,0,0,0,0.761810103
Riverside,2,2019,Feb,2019-02-01,0.85078079,0.098519001,0.029158669,0,0,0,0,0,0,0.9784584599999999
Roselawn,2,2019,Feb,2019-02-01,0.733542471,0.137715221,0.056174493,0,0,0,0,0,0,0.927432185
Sayler Park,2,2019,Feb,2019-02-01,0.870307156,0.052046106,0.049290713,0,0,0,0,0,0,0.971643975
Sedamsville,2,2019,Feb,2019-02-01,0.783156815,0.170263377,0.047957656,0,0,0,0,0,0,1.001377848
South Cumminsville,2,2019,Feb,2019-02-01,0.571131307,0.223314837,0.073693563,0,0,0,0,0,0,0.868139707
South Fairmount,2,2019,Feb,2019-02-01,0.704799795,0.177796321,0.048092594,0,0,0,0,0,0,0.93068871
Spring Grove Village,2,2019,Feb,2019-02-01,0.889740215,0.088360717,0.056843456,0,0,0,0,0,0,1.034944388
Villages at Roll Hill,2,2019,Feb,2019-02-01,0.410982508,0.268761073,0.063473473,0,0,0,0,0,0,0.743217054
Walnut Hills,2,2019,Feb,2019-02-01,0.7327332,0.259924395,0.020404657,0,0,0,0,0,0,1.0130622519999999
West End,2,2019,Feb,2019-02-01,0.744639173,0.200991989,0.054018424,0,0,0,0,0,0,0.9996495860000001
West Price Hill,2,2019,Feb,2019-02-01,0.852876947,0.103857008,0.05319062,0,0,0,0,0,0,1.009924575
Westwood,2,2019,Feb,2019-02-01,0.84579064,0.103272311,0.048350227,0,0,0,0,0,0,0.9974131780000001
Winton Hills,2,2019,Feb,2019-02-01,0.548176713,0.216700363,0.099688511,0,0,0,0,0,0,0.8645655870000001
Avondale,2,2020,Feb,2020-02-01,0.698973421,0.142701513,0.050984815,0.015998578,0,0,0,0,0.015998578,0.908658327
Bond Hill,2,2020,Feb,2020-02-01,0.864866589,0.050799411,0.048721351,0.049505249,0,0,0,0,0.049505249,1.0138926
California,2,2020,Feb,2020-02-01,0.971241403,0,0.006218699,0,0,0,0,0,0,0.977460102
Camp Washington,2,2020,Feb,2020-02-01,0.893005193,0.059372163,0.013591343,0.013871481,0,0,0,0,0.013871481,0.9798401800000001
Carthage,2,2020,Feb,2020-02-01,0.806840928,0.065945021,0.073273294,0.010375329,0,0,0,0,0.010375329,0.956434572
Clifton,2,2020,Feb,2020-02-01,0.875841693,0.021003575,0.012223398,3.52e-4,0,0,0,0,3.52e-4,0.9094206660000002
College Hill,2,2020,Feb,2020-02-01,0.842489456,0.054845115,0.04537828,0.004248559,0,0,0,0,0.004248559,0.94696141
Columbia Tusculum,2,2020,Feb,2020-02-01,0.962334613,0.010789055,0.003664136,0,0,0,0,0,0,0.9767878040000001
Corryville,2,2020,Feb,2020-02-01,0.705229009,0.018882472,0.005242019,0.005390609,0,0,0,0,0.005390609,0.734744109
CUF,2,2020,Feb,2020-02-01,0.775875336,0.016054233,0.005926467,0.007410594,0,0,0,0,0.007410594,0.80526663
Downtown,2,2020,Feb,2020-02-01,0.908709516,0.068101091,0.002582384,0.009015367,0,0,0,0,0.009015367,0.988408358
East End,2,2020,Feb,2020-02-01,0.935705267,0.035371,0.025939903,0.013473382,0,0,0,0,0.013473382,1.0104895520000001
East Price Hill,2,2020,Feb,2020-02-01,0.802082883,0.107487189,0.050981224,0.016570577,0,0,0,0,0.016570577,0.977121873
East Walnut Hills,2,2020,Feb,2020-02-01,0.949114357,0.022397582,0.008900541,0.019557816,0,0,0,0,0.019557816,0.999970296
East Westwood,2,2020,Feb,2020-02-01,0.719523199,0.120312736,0.064675311,0.00456508,0,0,0,0,0.00456508,0.909076326
English Woods,2,2020,Feb,2020-02-01,0.721772965,0.10267974,0.058289324000000003,0,0,0,0,0,0,0.882742029
Evanston,2,2020,Feb,2020-02-01,0.880456912,0.048549376,0.012478688,0.007837439,0,0,0,0,0.007837439,0.9493224149999999
Hartwell,2,2020,Feb,2020-02-01,0.913793044,0.045533935,0.031731017,0,0,0,0,0,0,0.9910579960000001
Hyde Park,2,2020,Feb,2020-02-01,0.953415044,0.005305112,0.022480251,4.05e-4,0,0,0,0,4.05e-4,0.9816054069999999
Kennedy Heights,2,2020,Feb,2020-02-01,0.910703138,0.042049468,0.025932134,0.026111073,0,0,0,0,0.026111073,1.004795813
Linwood,2,2020,Feb,2020-02-01,0.962334613,0.010789055,0.028185663,0,0,0,0,0,0,1.001309331
Lower Price Hill,2,2020,Feb,2020-02-01,0.59529547,0.133302548,0.041342756,0.028966944,0,0,0,0,0.028966944,0.798907718
Madisonville,2,2020,Feb,2020-02-01,0.887632225,0.035204404,0.032933277,0.026495563,0,0,0,0,0.026495563,0.9822654690000001
Millvale,2,2020,Feb,2020-02-01,0.545278332,0.189890019,0.07386293,0.065999594,0,0,0,0,0.065999594,0.875030875
Mt. Adams,2,2020,Feb,2020-02-01,0.968495181,0,0.002097499,0,0,0,0,0,0,0.97059268
Mt. Airy,2,2020,Feb,2020-02-01,0.771281074,0.084090215,0.054172471,0.006122715,0,0,0,0,0.006122715,0.915666475
Mt. Auburn,2,2020,Feb,2020-02-01,0.876137822,0.059298176,0.028278542,0.019355318,0,0,0,0,0.019355318,0.983069858
Mt. Lookout,2,2020,Feb,2020-02-01,0.969493974,0.003254788,0.005575153,0,0,0,0,0,0,0.978323915
Mt. Washington,2,2020,Feb,2020-02-01,0.908039547,0.057320678,0.019991638,8.32e-4,0,0,0,0,8.32e-4,0.986183863
North Avondale - Paddock Hills,2,2020,Feb,2020-02-01,0.872082623,0.066210211,0.025823776,0.01411944,0,0,0,0,0.01411944,0.9782360499999999
North Fairmount,2,2020,Feb,2020-02-01,0.721772965,0.10267974,0.058289324000000003,0.009868348,0,0,0,0,0.009868348,0.892610377
Northside,2,2020,Feb,2020-02-01,0.900782894,0.057793327,0.030629402,0.018878918,0,0,0,0,0.018878918,1.008084541
Oakley,2,2020,Feb,2020-02-01,0.95188309,0.016663139,0.018139923,6.99e-4,0,0,0,0,6.99e-4,0.9873851520000001
Over-the-Rhine,2,2020,Feb,2020-02-01,0.865757332,0.110220869,0.017912795,0.336784692,0,0,0,0,0.336784692,1.330675688
Pendleton,2,2020,Feb,2020-02-01,0.880294889,0.061418209,0.037325827,0,0,0,0,0,0,0.9790389249999999
Pleasant Ridge,2,2020,Feb,2020-02-01,0.916917317,0.04750239,0.042235484,0.002747766,0,0,0,0,0.002747766,1.009402957
Queensgate,2,2020,Feb,2020-02-01,0.59529547,0.133302548,0.041342756,0,0,0,0,0,0,0.769940774
Riverside,2,2020,Feb,2020-02-01,0.87063014,0.062118304,0.025183352,0,0,0,0,0,0,0.957931796
Roselawn,2,2020,Feb,2020-02-01,0.731864272,0.101386835,0.045020832,0.098068895,0,0,0,0,0.098068895,0.976340834
Sayler Park,2,2020,Feb,2020-02-01,0.874458463,0.053532801,0.050054725,0.012925018,0,0,0,0,0.012925018,0.990971007
Sedamsville,2,2020,Feb,2020-02-01,0.865068649,0.081290549,0.038318375,0,0,0,0,0,0,0.984677573
South Cumminsville,2,2020,Feb,2020-02-01,0.545278332,0.189890019,0.07386293,0.011680328,0,0,0,0,0.011680328,0.820711609
South Fairmount,2,2020,Feb,2020-02-01,0.745799126,0.116375099,0.036922559,0.005031464,0,0,0,0,0.005031464,0.9041282479999999
Spring Grove Village,2,2020,Feb,2020-02-01,0.824591244,0.095035202,0.059823505,0.002644859,0,0,0,0,0.002644859,0.98209481
Villages at Roll Hill,2,2020,Feb,2020-02-01,0.414767959,0.209978646,0.070120733,0,0,0,0,0,0,0.694867338
Walnut Hills,2,2020,Feb,2020-02-01,0.800911924,0.182911923,0.014859692,0.034723603,0,0,0,0,0.034723603,1.0334071420000002
West End,2,2020,Feb,2020-02-01,0.679860872,0.18061413,0.062600252,0.055582309,0,0,0,0,0.055582309,0.9786575630000001
West Price Hill,2,2020,Feb,2020-02-01,0.843703751,0.084500676,0.056605614,0.002859005,0,0,0,0,0.002859005,0.9876690459999999
Westwood,2,2020,Feb,2020-02-01,0.852091822,0.074125579,0.045946805,0.003133575,0,0,0,0,0.003133575,0.975297781
Winton Hills,2,2020,Feb,2020-02-01,0.611866919,0.201004491,0.073310878,0.005001285,0,0,0,0,0.005001285,0.8911835730000001
Avondale,2,2021,Feb,2021-02-01,0.678530718,0.204356274,0.053921736,0.009047802,0.002424929,0,0,0,0.011472731,0.9482814589999999
Bond Hill,2,2021,Feb,2021-02-01,0.873251239,0.074232314,0.048057218,0.128067382,9.45e-4,0,0,0,0.129012382,1.124553153
California,2,2021,Feb,2021-02-01,0.974532007,0,0.006481304,0,0,0,0,0,0,0.981013311
Camp Washington,2,2021,Feb,2021-02-01,0.894907014,0.115116891,0.017088836,0.015151436,0.00290116,0,0,0,0.018052596,1.045165337
Carthage,2,2021,Feb,2021-02-01,0.817363415,0.14414914,0.074439994,0.102908961,0,0,0,0,0.102908961,1.13886151
Clifton,2,2021,Feb,2021-02-01,0.869871483,0.037197415,0.013028692,0.003082724,3.02e-4,0,0,0,0.003384724,0.9234823139999999
College Hill,2,2021,Feb,2021-02-01,0.812452927,0.093571133,0.048409633,0.01298762,9.05e-4,0,0,0,0.01389262,0.968326313
